run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,tokens_input,tokens_output,tokens_thinking,tokens_assembly,tokens_execution,tokens_verification,tokens_adapt,tokens_self_healing,cost_usd,model_config_id,missing_keywords,missing_sections,error,cot_verification,self_reflection,reflection_correction,reflection_tokens
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L4_noise_protection_assessment,L4,resolved,True,1.0,266605,5,16932,12412,4520,0,2215,16932,0,0,0,0.004574,ABL-STRONG-EVO-OFF,,,,True,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L4_facade_inspection_report,L4,resolved,True,1.0,163828,5,26001,20827,5174,0,2231,26001,2780,0,0,0.006228,ABL-STRONG-EVO-OFF,,,,True,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L4_demolition_planning_report,L4,resolved,True,1.0,271017,5,37521,29496,8025,0,2304,37521,2979,0,0,0.009239,ABL-STRONG-EVO-OFF,,,,True,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L4_accessibility_audit,L4,failed,False,0.0,523052,5,17964,13226,4738,0,2200,13851,0,0,0,0.004827,ABL-STRONG-EVO-OFF,,,,True,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L5_schema_discovery_report,L5,resolved,False,0.111,101815,5,40532,33102,7430,0,1995,19346,2130,0,0,0.009423,ABL-STRONG-EVO-OFF,Projekt 'Neubau Wohnanlage Bergstraße 12' wird identifiziert;Projekt 'Sanierung Grundschule Am Park' wird identifiziert;Rohbau-Fortschritt wird korrekt mit ca. 85% angegeben;Verzögerung im Gewerk Elektro wird erkannt und benannt;Mindestens 3 offene kritische Mängel werden aufgelistet;Gesamtkosten werden als Summe berechnet und dem Budget gegenübergestellt;Mindestens ein konkreter Mangel mit Beschreibung wird genannt;Fortschritt von mindestens 4 Gewerken wird einzeln ausgewiesen,,,True,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L5_etl_quarterly_report,L5,build_failed,False,0.0,165000,0,0,0,0,0,0,0,0,0,0,0.0,ABL-STRONG-EVO-OFF,,,,False,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L5_audio_tagesbericht_rohbau,L5,build_failed,False,0.0,480000,0,0,0,0,0,0,0,0,0,0,0.0,ABL-STRONG-EVO-OFF,,,,False,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L5_audio_begehung_maengel,L5,resolved,True,1.0,328479,5,19964,14871,5093,0,2429,19964,0,0,0,0.005286,ABL-STRONG-EVO-OFF,,,,True,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L5_audio_bauleitungssitzung,L5,resolved,True,1.0,375707,5,33959,25912,8047,0,2616,33959,3456,0,0,0.008715,ABL-STRONG-EVO-OFF,,,,True,True,-0.05,619
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L5_audio_telefonat_statiker,L5,resolved,True,1.0,262703,5,17175,12430,4745,0,2296,17175,0,0,0,0.004712,ABL-STRONG-EVO-OFF,,,,True,False,0.0,0
7d3bec08-f324-4d98-9cee-1da2a6555a31,progressive_complexity,2,L5_audio_sicherheitsbericht,L5,resolved,True,1.0,464569,5,23532,17073,6459,0,2465,23532,0,0,0,0.006436,ABL-STRONG-EVO-OFF,,,,True,False,0.0,0
